"IDRSSD"	RCON9224	RCON9999	RSSD9017	RSSD9050	RSSD9130	RSSD9200	RSSD9220	
	ID_LEI	MICR9999REPORT DATE	NM_LGL	ID_FDIC_CERT	CITY	STATE_ABBR_NM	ZIP CODE	
322551		20190331	First Security Bank	1622	Union Star	MO	64494	
322757		20190331	FARMERS & MERCHANTS BANK	9188	ADAMSVILLE	TN	38310	
322850		20190331	Bank Of Commerce	422	Stilwell	OK	74960	
323204		20190331	Lyons National Bank, The	7151	Lyons	NY	14489	
323651		20190331	Gilmer National Bank	3219	Gilmer	TX	75644	
324153		20190331	First National Bank Of Giddings	3217	Giddings	TX	78942	
324229		20190331	Waterford Commercial And Savings Bank, The	8397	Waterford	OH	45786	
324256		20190331	Oklahoma State Bank	13416	Buffalo	OK	73834	
324274	549300HMUOLWELP0MC24	20190331	Roselle Savings Bank	28567	Roselle	NJ	7203	
324340		20190331	ChoiceOne Bank	1014	Sparta	MI	49345	
324854		20190331	Bank Of Crockett	1468	Bells	TN	38006	
324863	549300ZYK1Z0EK2JC967	20190331	THE BANK OF COMMERCE	18059	AMMON	ID	83406	
324975		20190331	Dewitt Savings Bank	29535	Clinton	IL	61727	
325141	5493003L2LYA333BZY52	20190331	Farmers Bank	1296	Greenwood	AR	72936	
325459		20190331	First State Bank In Temple	5999	Temple	OK	73568	
325534		20190331	BYRON BANK	902	BYRON	IL	610100901	
326054		20190331	Silver Lake Bank	15323	Topeka	KS	66608	
326344	5493006IBJS6XC0DFJ29	20190331	Peoples State Bank of Newton	11722	Newton	IL	62448	
326858	Q107R4XFOZ6F6K73C488	20190331	The First National Bank In Sioux Falls	4016	Sioux Falls	SD	57104	
326979	549300V6HTJCSW4YN309	20190331	Greenfield Co-Operative Bank	26397	Greenfield	MA	01301	
327220		20190331	Farmers State Bank	8647	West Salem	OH	44287	
327305		20190331	Katahdin Trust Company	12874	Patten	ME	04765	
327435		20190331	United Southern Bank	15465	Umatilla	FL	32784	
327556		20190331	ANCHOR D BANK	4208	Texhoma	OK	73949	
327855	549300QQT0E10LWS3326	20190331	CIERA BANK	3226	Graham	TX	76450	
328058		20190331	FIRST BANK OF THOMAS	4209	THOMAS	OK	73669	
328357		20190331	Titan Bank, NA	3225	Mineral Wells	TX	76067	
328656		20190331	UNITED FARMERS STATE BANK	08821	ADAMS	MN	55909	
328777	549300L3C3LKXG2XBS96	20190331	Penn Community Bank	30401	Doylestown	PA	18902	
329149		20190331	Bank Plus	16547	Estherville	IA	51334	
329345		20190331	Generations Bank	88	Rogers	AR	72758	
329550		20190331	INSOUTH BANK	22020	BROWNSVILLE	TN	38012	
329952		20190331	First National Bank of Granbury	3228	Granbury	TX	76048	
330239		20190331	FIRST NATIONAL BANK	22271	HAMILTON	AL	35570	
330248		20190331	FIRST NATIONAL BANK OF NOKOMIS	15763	NOKOMIS	IL	62075	
330855	549300JE6M4A1G4LPS75	20190331	The Bank of Missouri	1617	Perryville	MO	63775	
330873	549300YEQNQT8LV5N068	20190331	Wakefield Co-operative Bank	26516	Wakefield	MA	18805013	
330949	5493007ZN3JNCBPMI730	20190331	MORGANTOWN BANK & TRUST	275	MORGANTOWN	KY	42261	
331076		20190331	First Federal Bank Of Wisconsin	30422	Waukesha	WI	53186	
331375		20190331	BankGloucester	26536	Gloucester	MA	1930	
331544		20190331	Richland County Bank	15092	Richland Center	WI	53581	
331553		20190331	The Nekoma State Bank	13603	La Crosse	KS	67548	
331713	549300COV0JSM0J8GP39	20190331	New Tripoli Bank	7659	NEW TRIPOLI	PA	18066	
332055	549300HCJEE2JUCTPA84	20190331	First Bank of Newton	4738	Newton	KS	671140587	
332224		20190331	Mechanics & Farmers Bank	12266	Durham	NC	27701	
332345		20190331	Oakdale State Bank	11300	Oakdale	IL	62268	
332402	549300UCNB01VMT4GV61	20190331	ENVISION BANK	90270	RANDOLPH	MA	02368	
332671		20190331	Morganton Savings Bank, S.S.B.	30434	Morganton	NC	28655	
332756		20190331	ADAMS STATE BANK	9812	ADAMS	NE	68301	
333034		20190331	State Bank of Cochran	872	Cochran	GA	31014	
333203	549300I3PFIO81O8JD40	20190331	UNION BANK	14158	MORRISVILLE	VT	56610667	
333650		20190331	The Bank	26522	Oberlin	KS	67749	
333856		20190331	Grandview Bank	3230	Grandview	TX	76050	
333940		20190331	The First National Bank of Okawville	3826	Okawville	IL	62271	
334264		20190331	FIRST COMMUNITY BANK	22964	SAN BENITO	TX	78586	
334648		20190331	Titonka Savings Bank	17302	Titonka	IA	504800309	
334657		20190331	FARMERS & MERCHANTS STATE BANK	1599	BLOOMING PRAIRIE	MN	55917	
335346		20190331	HNB	15729	Helena	AR	72342	
335355		20190331	Two Rivers Bank	34468	Blair	NE	68008	
336147		20190331	United Citizens Bank   Trust Company, Inc.	15249	Campbellsburg	KY	40011	
336361		20190331	SANGER BANK	27043	SANGER	TX	762661029	
336576	549300N24HTC7KQ3LC70	20190331	The Equitable Bank, State Savings Bank	28614	Wauwatosa	WI	53226	
336950		20190331	Ashton State Bank	1436	Ashton	NE	68817	
337247		20190331	American Savings Bank	9104	Tripoli	IA	506760909	
337340		20190331	Heritage Bank of Schaumburg	21721	Schaumburg	IL	60194	
338178		20190331	Melrose Co-Operative Bank	26511	Melrose	MA	02176	
338646	549300JMCI45DZ4YNK98	20190331	TrustBank	14662	Olney	IL	62450	
338851		20190331	CAMBRIDGE STATE BANK	10987	CAMBRIDGE	MN	55008	
338945	5493007G4A5JH1JMER52	20190331	1ST COMMUNITY BANK	11706	SHERRARD	IL	612810455	
339054		20190331	Gruver State Bank	16495	Gruver	TX	790400978	
339072	549300EMNQ2QLOEPQ289	20190331	Colonial Savings, F.A.	31361	Fort Worth	TX	76102	
339353		20190331	First Security Bank - Canby	5107	Canby	MN	56220	
339456	549300L4Z4LTG4TJTM66	20190331	First Community Bank	24353	Corpus Christi	TX	78401	
339607	5493008KJFFG6PYZ5914	20190331	Saco & Biddeford Savings Institution	17743	Saco	ME	04072	
339773	5493000NZZZU3GFIYL71	20190331	Needham Bank	26483	Needham	MA	2492	
339858	FU7RSW4CQQY98A2O7J66	20190331	BOKF, NA	4214	Tulsa	OK	74192	
339876		20190331	First Federal Savings   Loan Association of Aberdeen	29646	Aberdeen	MS	39730	
340135	549300CTISSNREVLNO46	20190331	Bank of Tennessee	21573	KINGSPORT	TN	37660	
340144	549300RBWA4J4QTPSY69	20190331	Peoples State Bank	18569	Wausau	WI	54401	
340256		20190331	21st Century Bank	9751	Loretto	MN	55357	
340443		20190331	FIRST NATIONAL BANK IN PINCKNEYVILLE	13813	PINCKNEYVILLE	IL	62274	
340742	549300RIPPSJXAQKZ383	20190331	CIBM BANK	11729	CHAMPAIGN	IL	61821	
340751	549300L34FQYD6PROV86	20190331	First National Bank Of Albany/Breckenridge	3067	Albany	TX	76430	
341310		20190331	Walden Savings Bank	15987	Montgomery	NY	12549	
342054		20190331	Phelps County Bank	18841	Rolla	MO	65401	
342362		20190331	First National Bank of Shiner	5529	Shiner	TX	77984	
342410	54930060KLIQD8MMSB55	20190331	Orrstown Bank	713	Shippensburg	PA	172570250	
342634	01J4SO3XTWZF4PP38209	20190331	Trustmark National Bank	4988	Jackson	MS	39205	
343051		20190331	Bank of Eufaula	4094	Eufaula	OK	74432	
343248		20190331	FIRST NATIONAL BANK	4494	PRIMGHAR	IA	51245	
343257		20190331	UNITED SOUTHWEST BANK	10208	COTTONWOOD	MN	56229	
343770		20190331	NASHVILLE SAVINGS BANK	29677	NASHVILLE	IL	62263	
343903	549300J5W91RLNLMTL86	20190331	Adams Community Bank	90140	Adams	MA	01220	
343958		20190331	Currie State Bank	08833	Currie	MN	56123	
344647		20190331	First Bankers Trust Company, National Association	16501	Quincy	IL	62301	
344816		20190331	CITIZENS DEPOSIT BANK & TRUST	12165	VANCEBURG	KY	41179	
344852	254900PTHF2B5Z1PGA51	20190331	Perennial Bank	1413	Darwin	MN	55324	
345309	5493000GQWJTTR0TEH83	20190331	Chelsea Groton Bank	18238	Norwich	CT	6360	
345345		20190331	American Bank, National Association	5800	Le Mars	IA	51031	
345747		20190331	State Bank of Lizton	1833	Lizton	IN	46149	
345756		20190331	First State Bank Of St. Charles, Missouri	12219	Saint Charles	MO	63301	
345877	5493005EWJNDWPLNG328	20190331	Century Next Bank	29700	Ruston	LA	71270	
346379		20190331	First Federal Community Bank of Bucyrus	29705	Bucyrus	OH	44820	
346566		20190331	First National Bank Of South Padre Island	24902	South Padre Island	TX	78597	
346771	254900KX4PZDHAK8I871	20190331	First Federal Savings Bank of Champaign-Urbana	28445	Champaign	IL	61820	
347022		20190331	FIRST NATIONAL BANK OF SOUTH CAROLINA	2107	HOLLY HILL	SC	29059	
347639	549300UV5JQXLGVWIP44	20190331	Devon Bank	16249	Chicago	IL	60645	
347956		20190331	Vast Bank, N.A.	23737	Tulsa	OK	74137	
348159		20190331	Bank Of Bennington	8595	Bennington	NE	68007	
348207	549300U2W3RYPYVWZY37	20190331	Belmont Savings Bank	23901	Belmont	MA	02478	
348720		20190331	Farmers and Merchants Bank	2036	Granite Quarry	NC	28072	
349129		20190331	The Commercial Bank	14642	Honea Path	SC	29654	
349343		20190331	Town And Country Bank Midwest	10460	Quincy	IL	62301	
350572		20190331	1St United Bank	31249	Faribault	MN	55021	
350657		20190331	1ST BANK IN HOMINY	4122	HOMINY	OK	74035	
350750		20190331	North Valley Bank	18710	Thornton	CO	80229	
351131		20190331	Bank Of Brewton	5605	Brewton	AL	36426	
351560		20190331	Summit Bank	23864	Oakland	CA	94611	
351878		20190331	Aroostook County Federal Savings And Loan Association	29743	Caribou	ME	04736	
352370	549300LYVRGGGBBPPV22	20190331	Southern Hills Community Bank	29749	Leesburg	OH	45135	
352651		20190331	BOC Bank	25328	Amarillo	TX	79101	
352745		20190331	State Street Bank And Trust Company	14857	Quincy	IL	62301	
352772	WE0I402RW25AU38DTI13	20190331	Banner Bank	28489	Walla Walla	WA	99362	
352820		20190331	Bank of Mount Hope Inc	13017	Mount Hope	WV	25880	
353238		20190331	Central State Bank	72	Calera	AL	35040	
353546	54930041S7CZYMJ4CH46	20190331	The First National Bank in Tremont	3749	Tremont	IL	615680023	
353555	549300ASIS4D2QDWH380	20190331	Amarillo National Bank	14531	Amarillo	TX	79101	
353724		20190331	The Bank of Fincastle	6128	Fincastle	VA	24090	
353957		20190331	The First Farmers National Bank of Waurika	4222	Waurika	OK	73573	
354057		20190331	First National Bank of Alvin	18282	Alvin	TX	77511	
354253		20190331	Sunrise Bank Dakota	15847	Onida	SD	57564	
354310	549300LBK5BTNFKZJD14	20190331	Univest Bank and Trust Co.	7759	Souderton	PA	18964	
354552	549300IY6RZNCBF0QZ14	20190331	Community National Bank	25665	Seneca	KS	66538	
354851		20190331	The State Exchange Bank	13551	Lamont	OK	74643	
355120		20190331	Carolina Bank & Trust Company	16723	Darlington	SC	29532	
355559		20190331	Range Bank, National Association	5072	Marquette	MI	49855	
355858		20190331	First National Bank	14712	Fort Pierre	SD	57532	
356239		20190331	Citizens State Bank	10474	Lena	IL	610480396	
356659		20190331	Solomon State Bank	4773	Solomon	KS	67480	
356752		20190331	The Citizens State Bank Of Ontonagon	8183	Ontonagon	MI	49953	
357151		20190331	Stanley Bank	10916	Overland Park	KS	66283	
357526		20190331	Davis Trust Company	2453	Elkins	WV	26241	
357553		20190331	FIRST PIONEER NATIONAL BANK	3063	WRAY	CO	80758	
357777	549300H05YH2B8D1FY15	20190331	GREENVILLE SAVINGS BANK	30637	GREENVILLE	PA	16125	
357937		20190331	Citizens Bank And Trust Company	1376	Plaquemine	LA	70764	
